Geography,Quarterly_Establishments,July_Employment,August_Employment,September_Employment,Total_Quarterly_Wages,Average_Weekly_Wage,September_Employment_Location_Quotient,Total_Quarterly_Wages_Location_Quotient
"Codington County, South Dakota","1,222","15,734","16,302","16,319","156,416,644",746,1,1
"Corson County, South Dakota",68,819,838,800,"8,022,969",754,1,1
"Custer County, South Dakota",352,"2,154","2,704","3,153","20,408,115",588,1,1
"Davison County, South Dakota",810,"11,937","12,234","12,442","120,963,284",762,1,1
"Day County, South Dakota",241,"1,832","1,959","1,997","15,682,748",625,1,1
"Deuel County, South Dakota",177,"1,254","1,351","1,408","13,196,694",759,1,1
"Dewey County, South Dakota",140,"2,136","2,135","2,185","20,617,991",737,1,1
"Douglas County, South Dakota",126,"1,050","1,074","1,104","8,853,768",633,1,1
"Edmunds County, South Dakota",174,"1,135","1,145","1,203","10,647,311",705,1,1
"Fall River County, South Dakota",299,"2,434","2,548","2,682","23,374,563",704,1,1
"Faulk County, South Dakota",101,602,623,652,"5,260,633",647,1,1
"Grant County, South Dakota",358,"3,722","3,882","3,925","38,200,956",765,1,1
"Gregory County, South Dakota",232,"1,424","1,485","1,548","11,289,265",585,1,1
"Haakon County, South Dakota",105,743,777,807,"7,732,534",767,1,1
"Hamlin County, South Dakota",237,"1,895","2,045","2,134","19,667,212",747,1,1
"Hand County, South Dakota",169,"1,352","1,439","1,438","11,461,292",625,1,1
"Hanson County, South Dakota",97,629,649,656,"5,752,634",686,1,1
"Harding County, South Dakota",67,436,444,494,"4,232,897",711,1,1
"Hughes County, South Dakota",863,"10,446","10,763","11,021","115,243,301",825,1,1
"Hutchinson County, South Dakota",271,"2,559","2,632","2,674","23,386,656",686,1,1
"Hyde County, South Dakota",63,555,549,576,"5,537,199",761,1,1
"Jackson County, South Dakota",82,638,765,829,"5,471,689",566,1,1
"Jerauld County, South Dakota",109,"1,444","1,441","1,488","12,303,248",649,1,1
"Jones County, South Dakota",68,395,429,491,"3,196,992",561,1,1
"Kingsbury County, South Dakota",221,"1,667","1,725","1,818","15,774,367",699,1,1
"Lake County, South Dakota",483,"5,039","5,134","5,070","52,138,508",789,1,1
"Lawrence County, South Dakota","1,231","11,366","11,804","12,356","104,987,140",682,1,1
"Lincoln County, South Dakota","1,984","22,503","23,312","23,492","276,560,283",921,1,1
"Lyman County, South Dakota",125,"1,326","1,389","1,435","10,493,718",584,1,1
"McCook County, South Dakota",231,"1,264","1,327","1,378","11,517,137",670,1,1
"McPherson County, South Dakota",87,549,587,613,"4,429,256",584,1,1
"Marshall County, South Dakota",192,"1,572","1,664","1,718","15,836,136",738,1,1
"Meade County, South Dakota",827,"6,924","7,186","7,298","72,065,926",777,1,1
"Mellette County, South Dakota",45,322,356,325,"2,176,811",501,1,1
"Miner County, South Dakota",106,739,783,789,"6,231,917",622,1,1
"Minnehaha County, South Dakota","7,345","125,578","127,722","128,797","1,483,630,307",896,1,1
"Moody County, South Dakota",209,"2,514","2,665","2,719","24,555,269",717,1,1
"Oglala Lakota County, South Dakota",123,"3,655","3,636","3,639","36,885,089",779,1,1
"Pennington County, South Dakota","4,513","56,272","58,428","60,361","587,227,158",774,1,1
"Perkins County, South Dakota",146,"1,097","1,161","1,172","8,964,968",603,1,1
"Potter County, South Dakota",131,798,876,911,"7,458,959",666,1,1
"Roberts County, South Dakota",296,"3,579","3,683","3,764","32,282,279",676,1,1
"Sanborn County, South Dakota",80,525,554,572,"4,672,249",653,1,1
"Spink County, South Dakota",276,"2,356","2,455","2,432","21,679,459",691,1,1
"Stanley County, South Dakota",145,"1,172","1,288","1,342","10,860,930",659,1,1
"Sully County, South Dakota",92,528,586,655,"5,350,847",698,1,1
"Todd County, South Dakota",100,"2,994","2,953","2,957","26,744,378",693,1,1
"Tripp County, South Dakota",264,"2,237","2,296","2,360","19,635,073",657,1,1
"Turner County, South Dakota",306,"2,068","2,155","2,212","18,357,088",658,1,1
"Union County, South Dakota",714,"9,649","9,868","9,979","121,848,342",953,1,1
"Walworth County, South Dakota",258,"2,132","2,248","2,319","18,866,697",650,1,1
"Yankton County, South Dakota",839,"12,679","13,064","13,293","136,711,599",808,1,1
"Ziebach County, South Dakota",35,309,347,325,"2,772,985",652,1,1
"Unknown Or Undefined, South Dakota",471,"2,189","2,338","2,342","38,072,979","1,279",1,1
Tennessee,"160,928","2,964,363","2,981,418","2,993,679","36,123,244,057",933,1,1
"Anderson County, Tennessee","1,677","38,912","39,184","39,313","545,589,133","1,072",1,1
"Bedford County, Tennessee",852,"16,793","16,913","16,561","166,103,611",763,1,1
"Benton County, Tennessee",318,"4,156","4,224","4,201","35,443,735",650,1,1
"Bledsoe County, Tennessee",145,"2,084","2,099","2,043","18,462,910",684,1,1
"Blount County, Tennessee","2,440","49,735","50,177","49,189","572,969,402",887,1,1
"Bradley County, Tennessee","1,909","41,691","41,610","41,559","436,706,514",807,1,1
"Campbell County, Tennessee",650,"9,367","9,599","9,762","80,923,029",650,1,1
"Cannon County, Tennessee",211,"2,219","2,222","2,234","19,958,757",690,1,1
"Carroll County, Tennessee",461,"7,279","7,300","7,193","66,236,456",702,1,1
"Carter County, Tennessee",691,"11,435","11,463","11,425","102,961,208",692,1,1
"Cheatham County, Tennessee",678,"8,430","8,624","8,504","88,753,521",801,1,1
"Chester County, Tennessee",272,"3,784","3,725","3,565","32,585,029",679,1,1
"Claiborne County, Tennessee",513,"9,157","9,174","9,139","85,018,429",714,1,1
"Clay County, Tennessee",133,"1,473","1,497","1,599","11,852,614",599,1,1
"Cocke County, Tennessee",503,"7,831","7,933","8,018","69,818,169",677,1,1
"Coffee County, Tennessee","1,309","26,248","26,582","26,763","297,767,474",863,1,1
"Crockett County, Tennessee",273,"3,685","3,727","3,808","38,897,999",800,1,1
"Cumberland County, Tennessee","1,147","17,893","18,004","18,155","153,563,276",656,1,1
"Davidson County, Tennessee","23,114","491,907","493,817","498,741","6,957,297,853","1,082",1,1
"Decatur County, Tennessee",224,"3,733","3,713","3,788","34,674,478",712,1,1
"DeKalb County, Tennessee",353,"5,954","6,004","6,053","56,716,555",727,1,1
"Dickson County, Tennessee","1,038","17,402","17,447","17,632","170,142,144",748,1,1
"Dyer County, Tennessee",845,"15,319","15,263","15,378","149,257,841",749,1,1
"Fayette County, Tennessee",621,"7,874","7,921","7,913","85,874,744",836,1,1
"Fentress County, Tennessee",296,"4,874","5,002","4,945","41,201,181",642,1,1
"Franklin County, Tennessee",816,"11,538","11,724","11,872","113,646,163",746,1,1
"Gibson County, Tennessee",962,"14,246","14,330","14,162","133,254,036",720,1,1
"Giles County, Tennessee",618,"10,682","10,500","10,522","109,559,018",797,1,1
"Grainger County, Tennessee",284,"3,936","4,188","4,334","41,404,063",767,1,1
"Greene County, Tennessee","1,203","25,493","25,507","25,317","246,433,838",745,1,1
"Grundy County, Tennessee",180,"2,082","2,083","2,102","15,621,996",575,1,1
"Hamblen County, Tennessee","1,352","31,638","31,570","31,367","306,416,009",748,1,1
"Hamilton County, Tennessee","9,866","204,474","204,622","206,373","2,463,306,709",924,1,1
"Hancock County, Tennessee",72,836,845,851,"6,215,544",566,1,1
"Hardeman County, Tennessee",373,"6,612","6,620","6,693","67,707,939",784,1,1
"Hardin County, Tennessee",531,"8,080","8,122","8,163","83,500,293",791,1,1
"Hawkins County, Tennessee",709,"12,964","13,079","13,083","139,362,691",822,1,1
"Haywood County, Tennessee",338,"4,968","5,006","5,022","50,107,088",771,1,1
"Henderson County, Tennessee",522,"7,921","7,940","8,065","73,517,878",709,1,1
"Henry County, Tennessee",749,"11,565","11,700","11,695","110,252,702",728,1,1
"Hickman County, Tennessee",309,"3,727","3,759","3,767","33,973,770",697,1,1
"Houston County, Tennessee",123,"1,468","1,478","1,483","11,768,713",613,1,1
"Humphreys County, Tennessee",357,"5,953","6,022","5,976","62,775,397",807,1,1
"Jackson County, Tennessee",134,"1,444","1,446","1,387","13,237,075",714,1,1
"Jefferson County, Tennessee",753,"13,284","13,363","13,451","154,417,598",889,1,1
"Johnson County, Tennessee",260,"4,260","4,274","4,264","42,110,049",759,1,1
"Knox County, Tennessee","12,517","238,414","239,939","238,862","2,873,740,729",925,1,1
"Lake County, Tennessee",113,"1,748","1,758","1,763","14,814,640",649,1,1
"Lauderdale County, Tennessee",359,"6,679","6,724","6,779","65,293,802",747,1,1
"Lawrence County, Tennessee",753,"10,474","10,557","10,573","88,759,759",648,1,1
"Lewis County, Tennessee",220,"2,684","2,741","2,783","22,918,931",644,1,1
"Lincoln County, Tennessee",635,"9,825","9,893","9,969","93,557,820",727,1,1
"Loudon County, Tennessee",996,"15,313","15,537","15,738","167,021,231",827,1,1
"McMinn County, Tennessee",916,"18,015","18,219","18,154","196,782,582",835,1,1
"McNairy County, Tennessee",449,"5,336","5,417","5,352","46,677,206",669,1,1
"Macon County, Tennessee",353,"4,955","4,992","4,990","42,872,116",662,1,1
"Madison County, Tennessee","2,494","59,014","59,331","59,410","627,660,179",815,1,1
"Marion County, Tennessee",480,"7,723","7,740","7,678","71,791,985",716,1,1
"Marshall County, Tennessee",536,"9,786","9,895","9,874","103,611,914",809,1,1
"Maury County, Tennessee","1,978","34,711","35,059","35,069","384,535,897",846,1,1
"Meigs County, Tennessee",123,"2,177","2,225","2,268","22,351,361",773,1,1
"Monroe County, Tennessee",726,"14,345","14,512","14,494","140,164,369",746,1,1
"Montgomery County, Tennessee","3,200","54,432","54,760","54,531","512,828,963",723,1,1
"Moore County, Tennessee",80,"2,053","2,079","1,967","25,494,350",965,1,1
"Morgan County, Tennessee",204,"3,061","3,037","2,979","27,287,626",694,1,1
"Obion County, Tennessee",683,"10,906","10,989","10,940","97,149,848",683,1,1
"Overton County, Tennessee",360,"5,182","5,273","5,305","48,343,899",708,1,1
"Perry County, Tennessee",124,"2,022","2,003","2,027","17,333,457",661,1,1
"Pickett County, Tennessee",108,"1,178","1,237","1,245","9,780,193",617,1,1
"Polk County, Tennessee",255,"2,233","2,404","2,802","19,649,706",610,1,1
"Putnam County, Tennessee","1,983","36,633","36,356","36,223","348,597,876",737,1,1
"Rhea County, Tennessee",499,"10,630","10,637","10,687","113,565,407",820,1,1
"Roane County, Tennessee",789,"18,286","18,439","18,435","288,781,253","1,208",1,1
"Robertson County, Tennessee","1,196","21,438","21,449","21,513","215,023,007",771,1,1
"Rutherford County, Tennessee","5,765","129,308","129,169","129,525","1,576,164,271",937,1,1
"Scott County, Tennessee",333,"5,862","5,867","5,926","46,028,709",602,1,1
"Sequatchie County, Tennessee",228,"2,998","3,027","3,074","25,367,375",643,1,1
"Sevier County, Tennessee","2,832","47,471","48,485","50,551","365,970,845",576,1,1
"Shelby County, Tennessee","20,703","494,721","498,440","501,517","6,711,644,899","1,036",1,1
"Smith County, Tennessee",333,"5,429","5,494","5,424","59,614,637",842,1,1
"Stewart County, Tennessee",185,"2,561","2,588","2,608","30,256,499",900,1,1
"Sullivan County, Tennessee","3,448","68,564","69,065","68,081","793,988,001",891,1,1
"Sumner County, Tennessee","3,773","54,071","54,180","54,642","574,466,514",814,1,1
"Tipton County, Tennessee",749,"11,548","11,513","11,402","105,584,546",707,1,1
"Trousdale County, Tennessee",133,"1,870","1,872","1,884","16,554,965",679,1,1
"Unicoi County, Tennessee",267,"4,810","4,831","4,869","54,279,015",863,1,1
"Union County, Tennessee",233,"2,438","2,480","2,452","22,050,317",690,1,1
"Van Buren County, Tennessee",59,833,835,831,"7,332,343",677,1,1
"Warren County, Tennessee",822,"12,846","12,883","12,918","124,332,956",742,1,1
"Washington County, Tennessee","2,995","61,745","61,674","61,771","648,815,935",809,1,1
"Wayne County, Tennessee",235,"3,700","3,724","3,835","32,303,313",662,1,1
"Weakley County, Tennessee",587,"11,433","11,630","11,004","97,495,832",660,1,1
"White County, Tennessee",460,"7,163","7,266","7,163","63,690,927",681,1,1
"Williamson County, Tennessee","8,995","133,090","134,658","136,093","2,083,763,883","1,191",1,1
"Wilson County, Tennessee","2,929","45,294","45,656","45,892","476,376,186",803,1,1
"Unknown Or Undefined, Tennessee","10,551","50,949","51,477","52,377","923,407,352","1,377",1,1
Texas,"690,884","12,223,936","12,292,404","12,338,444","169,655,555,009","1,062",1,1
"Anderson County, Texas","1,606","20,108","20,330","20,497","224,965,044",852,1,1
"Andrews County, Texas",506,"7,429","7,645","7,736","125,785,569","1,273",1,1
"Angelina County, Texas","1,868","35,311","35,400","35,522","352,824,935",766,1,1
"Aransas County, Texas",617,"5,254","5,331","5,505","49,851,031",715,1,1
"Archer County, Texas",258,"1,826","1,873","1,847","18,042,414",751,1,1
"Armstrong County, Texas",66,394,396,401,"3,717,708",720,1,1
"Atascosa County, Texas",895,"13,472","13,408","13,580","173,091,828",987,1,1
"Austin County, Texas","1,081","10,075","10,169","10,193","115,545,078",876,1,1
"Bailey County, Texas",261,"2,622","2,616","2,592","25,582,799",754,1,1
"Bandera County, Texas",470,"3,295","3,336","3,429","29,774,157",683,1,1
"Bastrop County, Texas","1,478","18,634","18,663","18,567","179,397,435",741,1,1
"Baylor County, Texas",179,"1,177","1,198","1,236","10,449,566",668,1,1
"Bee County, Texas",587,"8,884","8,953","8,912","80,077,115",691,1,1
"Bell County, Texas","5,540","118,559","118,844","118,675","1,389,816,932",901,1,1
"Bexar County, Texas","42,026","865,001","866,518","867,647","10,592,189,968",940,1,1
"Blanco County, Texas",393,"3,142","3,196","3,200","37,149,187",899,1,1
"Borden County, Texas",65,190,191,182,"1,816,896",745,1,1
"Bosque County, Texas",385,"3,620","3,617","3,666","34,462,914",729,1,1
"Bowie County, Texas","2,416","41,434","41,400","41,383","416,665,344",774,1,1
"Brazoria County, Texas","5,968","111,595","112,381","112,927","1,602,214,723","1,097",1,1
"Brazos County, Texas","4,612","105,567","105,211","101,757","1,075,762,763",794,1,1
"Brewster County, Texas",397,"3,823","3,809","3,819","38,297,213",772,1,1
"Briscoe County, Texas",86,295,315,313,"2,242,029",561,1,1
"Brooks County, Texas",170,"2,496","2,507","2,493","25,758,385",793,1,1
"Brown County, Texas",910,"15,792","15,893","15,869","149,326,691",725,1,1
"Burleson County, Texas",418,"4,387","4,457","4,493","49,861,864",863,1,1
"Burnet County, Texas","1,357","14,334","14,441","14,575","149,322,865",795,1,1
"Caldwell County, Texas",735,"9,083","9,151","9,152","85,287,226",719,1,1
"Calhoun County, Texas",624,"11,608","11,656","11,831","195,073,085","1,283",1,1
"Callahan County, Texas",252,"2,650","2,614","2,661","26,870,939",782,1,1
"Cameron County, Texas","6,523","139,325","139,075","140,242","1,157,813,403",638,1,1
"Camp County, Texas",265,"3,849","3,885","3,824","36,307,112",725,1,1
"Carson County, Texas",173,"4,733","4,755","4,814","89,427,462","1,443",1,1
"Cass County, Texas",558,"7,609","7,746","7,832","70,785,292",704,1,1
"Castro County, Texas",297,"2,575","2,621","2,652","23,914,993",703,1,1
"Chambers County, Texas",731,"15,373","15,542","15,579","230,410,166","1,144",1,1
"Cherokee County, Texas",844,"14,672","14,616","14,643","129,574,725",681,1,1
"Childress County, Texas",225,"2,531","2,585","2,614","24,310,690",726,1,1
"Clay County, Texas",181,"1,478","1,458","1,485","13,396,058",699,1,1
"Cochran County, Texas",114,646,647,662,"6,110,517",721,1,1
"Coke County, Texas",100,705,714,730,"7,061,435",758,1,1
"Coleman County, Texas",243,"2,051","2,037","2,067","14,900,397",559,1,1
"Collin County, Texas","25,784","412,765","415,690","418,611","6,685,847,371","1,237",1,1
"Collingsworth County, Texas",123,828,856,866,"8,081,141",731,1,1
"Colorado County, Texas",638,"6,680","6,700","7,019","71,375,068",807,1,1
"Comal County, Texas","3,811","56,222","57,587","59,224","595,968,601",795,1,1
"Comanche County, Texas",350,"3,688","3,681","3,727","31,350,225",652,1,1
"Concho County, Texas",85,595,603,601,"5,183,240",665,1,1
"Cooke County, Texas",999,"14,301","14,476","14,558","163,693,831",872,1,1
"Coryell County, Texas","1,234","16,331","16,404","16,548","170,117,398",797,1,1
"Cottle County, Texas",68,394,392,409,"3,587,582",693,1,1
"Crane County, Texas",101,"1,314","1,416","1,435","23,896,900","1,324",1,1
"Crockett County, Texas",202,"1,507","1,507","1,532","15,058,411",764,1,1
"Crosby County, Texas",215,"1,329","1,328","1,316","11,505,553",668,1,1
"Culberson County, Texas",111,"1,101","1,112","1,125","13,923,861",963,1,1
"Dallam County, Texas",394,"4,562","4,634","4,647","48,794,389",813,1,1
"Dallas County, Texas","77,877","1,691,445","1,700,602","1,711,516","27,554,354,008","1,246",1,1
"Dawson County, Texas",522,"4,297","4,317","4,324","41,912,935",748,1,1
"Deaf Smith County, Texas",507,"7,561","7,621","7,648","76,845,008",777,1,1
"Delta County, Texas",103,"1,003",998,"1,033","6,587,862",501,1,1
"Denton County, Texas","15,382","243,506","245,403","247,251","3,041,936,676",954,1,1
"DeWitt County, Texas",603,"7,775","7,776","7,848","84,430,184",833,1,1
"Dickens County, Texas",64,460,466,458,"3,610,920",602,1,1
"Dimmit County, Texas",328,"6,589","6,590","6,728","87,718,948","1,017",1,1
"Donley County, Texas",125,927,"1,036","1,131","9,504,098",709,1,1
"Duval County, Texas",203,"3,595","3,600","3,604","33,066,161",707,1,1
"Eastland County, Texas",512,"7,858","8,093","8,147","115,483,232","1,106",1,1
"Ector County, Texas","4,008","77,575","78,095","78,907","1,172,783,316","1,154",1,1
"Edwards County, Texas",70,389,387,393,"3,212,234",634,1,1
"Ellis County, Texas","3,059","52,074","52,348","52,401","568,871,327",837,1,1
"El Paso County, Texas","15,291","305,453","306,696","304,151","2,909,364,828",733,1,1
"Erath County, Texas","1,157","16,762","17,134","16,783","152,247,857",693,1,1
"Falls County, Texas",281,"3,186","3,232","3,261","29,411,816",701,1,1
"Fannin County, Texas",556,"7,590","7,667","7,641","79,512,595",801,1,1
"Fayette County, Texas",829,"9,305","9,383","9,429","92,637,736",760,1,1
"Fisher County, Texas",137,830,824,829,"8,664,753",805,1,1
"Floyd County, Texas",268,"1,549","1,592","1,572","14,025,857",687,1,1
"Foard County, Texas",64,375,377,381,"2,680,635",546,1,1
"Fort Bend County, Texas","13,717","185,679","188,533","190,361","2,346,475,700",959,1,1
"Franklin County, Texas",226,"3,059","3,064","3,122","34,586,191",863,1,1
"Freestone County, Texas",404,"4,699","4,675","4,731","48,696,366",797,1,1
"Frio County, Texas",426,"7,516","7,668","7,664","99,586,143","1,006",1,1
"Gaines County, Texas",632,"6,177","6,153","6,192","77,116,537",961,1,1
"Galveston County, Texas","6,253","108,486","109,641","111,032","1,288,639,403",903,1,1
"Garza County, Texas",193,"1,808","1,817","1,852","17,829,658",751,1,1
"Gillespie County, Texas","1,093","10,716","10,833","11,000","104,077,434",738,1,1
"Glasscock County, Texas",121,654,648,651,"7,556,040",893,1,1
"Goliad County, Texas",164,"1,287","1,270","1,269","11,036,301",666,1,1
"Gonzales County, Texas",538,"7,172","7,238","7,236","74,724,844",797,1,1
"Gray County, Texas",605,"7,744","7,797","7,968","91,389,022",897,1,1
"Grayson County, Texas","3,082","46,636","46,803","46,672","497,714,163",820,1,1
"Gregg County, Texas","4,281","74,493","74,857","74,892","874,039,205",899,1,1
"Grimes County, Texas",503,"7,238","7,368","7,340","87,268,373",918,1,1
"Guadalupe County, Texas","2,193","41,527","41,487","41,858","461,533,773",853,1,1
"Hale County, Texas",892,"11,846","11,954","11,821","109,256,286",708,1,1
"Hall County, Texas",126,801,809,804,"5,597,262",535,1,1
"Hamilton County, Texas",260,"2,494","2,524","2,563","22,686,507",691,1,1
"Hansford County, Texas",228,"2,218","2,195","2,228","27,057,962",940,1,1
"Hardeman County, Texas",127,"1,237","1,232","1,247","10,648,258",661,1,1
"Hardin County, Texas",901,"13,067","13,093","13,103","136,033,175",800,1,1
"Harris County, Texas","115,571","2,294,573","2,305,144","2,311,644","38,011,687,762","1,269",1,1
"Harrison County, Texas","1,374","23,800","23,854","23,875","287,003,932",926,1,1
"Hartley County, Texas",164,"2,526","2,580","2,674","25,327,298",751,1,1
"Haskell County, Texas",225,"1,495","1,515","1,550","13,949,473",706,1,1
"Hays County, Texas","4,391","70,247","70,402","69,084","696,269,390",766,1,1
"Hemphill County, Texas",220,"2,179","2,112","2,157","31,123,524","1,114",1,1
"Henderson County, Texas","1,508","17,254","17,339","17,426","159,702,510",708,1,1
"Hidalgo County, Texas","12,588","261,800","262,919","261,325","2,197,891,582",645,1,1
"Hill County, Texas",771,"9,999","9,945","9,927","99,251,277",767,1,1
"Hockley County, Texas",639,"10,163","10,146","10,045","128,108,153",974,1,1
"Hood County, Texas","1,444","16,099","16,147","16,292","175,388,014",834,1,1
"Hopkins County, Texas",860,"12,715","12,768","12,811","122,126,917",736,1,1
"Houston County, Texas",866,"6,811","6,880","7,012","80,488,660",897,1,1
"Howard County, Texas",932,"13,061","13,097","13,209","161,985,159",950,1,1
"Hudspeth County, Texas",94,"1,334","1,349","1,369","18,537,893","1,056",1,1
"Hunt County, Texas","1,506","29,344","29,762","29,461","371,327,678",968,1,1
"Hutchinson County, Texas",493,"8,181","8,212","8,360","123,960,229","1,156",1,1
"Irion County, Texas",85,902,916,922,"13,817,064","1,164",1,1
"Jack County, Texas",249,"3,702","3,820","3,836","59,446,556","1,208",1,1
"Jackson County, Texas",437,"5,751","5,807","5,885","64,042,484",847,1,1
"Jasper County, Texas",641,"10,024","10,080","10,111","101,933,711",779,1,1
"Jeff Davis County, Texas",83,932,933,964,"7,357,741",600,1,1
"Jefferson County, Texas","5,869","122,706","123,702","124,021","1,706,552,149","1,063",1,1
"Jim Hogg County, Texas",140,"1,654","1,638","1,642","15,294,818",715,1,1
"Jim Wells County, Texas",900,"16,597","16,635","16,701","188,859,883",873,1,1
"Johnson County, Texas","3,259","46,863","47,330","47,935","531,061,174",862,1,1
"Jones County, Texas",335,"2,986","3,005","3,033","27,756,301",710,1,1
"Karnes County, Texas",396,"6,321","6,365","6,383","82,086,330",993,1,1
"Kaufman County, Texas","2,040","31,071","31,288","31,238","318,445,139",785,1,1
"Kendall County, Texas","1,507","16,052","16,392","16,477","199,955,655",943,1,1
"Kenedy County, Texas",33,554,568,573,"9,275,210","1,263",1,1
"Kent County, Texas",36,290,288,290,"2,540,167",675,1,1
"Kerr County, Texas","1,508","18,244","18,480","18,636","192,910,346",804,1,1
"Kimble County, Texas",181,"1,281","1,291","1,330","9,779,752",578,1,1
"King County, Texas",24,120,126,128,"1,257,282",776,1,1
"Kinney County, Texas",75,"1,017","1,063","1,035","11,177,535",828,1,1
"Kleberg County, Texas",647,"11,592","11,886","11,450","108,659,508",718,1,1
"Knox County, Texas",159,"1,087","1,101","1,146","10,542,268",730,1,1
"Lamar County, Texas","1,251","21,671","21,839","21,762","226,865,243",802,1,1
"Lamb County, Texas",442,"3,932","3,966","3,980","39,801,791",773,1,1
"Lampasas County, Texas",427,"4,475","4,535","4,556","39,249,664",668,1,1
"La Salle County, Texas",192,"3,710","3,638","3,803","54,017,439","1,118",1,1
"Lavaca County, Texas",509,"5,662","5,705","5,772","54,122,102",729,1,1
"Lee County, Texas",435,"7,212","7,146","6,927","84,583,299",917,1,1
"Leon County, Texas",424,"4,732","4,755","4,825","66,941,959","1,079",1,1
"Liberty County, Texas","1,173","17,961","17,890","17,932","201,823,227",866,1,1
"Limestone County, Texas",395,"7,761","7,872","8,004","83,537,811",816,1,1
"Lipscomb County, Texas",113,"1,357","1,341","1,379","14,176,742",802,1,1
"Live Oak County, Texas",310,"3,689","3,700","3,688","48,231,702","1,005",1,1
"Llano County, Texas",546,"4,656","4,815","4,890","44,513,270",715,1,1
"Loving County, Texas",18,129,131,122,"1,292,992",781,1,1
"Lubbock County, Texas","7,617","139,577","140,332","139,708","1,529,691,128",841,1,1
"Lynn County, Texas",230,"1,585","1,595","1,580","18,777,102",910,1,1
"McCulloch County, Texas",281,"2,913","2,920","2,970","31,226,733",819,1,1
"McLennan County, Texas","5,323","112,925","113,344","114,138","1,304,235,814",884,1,1
"McMullen County, Texas",80,494,473,481,"6,292,826","1,003",1,1
"Madison County, Texas",291,"4,448","4,470","4,501","42,689,621",734,1,1
"Marion County, Texas",159,"1,967","1,973","1,979","16,086,864",627,1,1
"Martin County, Texas",216,"2,236","2,387","2,434","31,750,196","1,038",1,1
"Mason County, Texas",171,"1,084","1,081","1,101","8,799,538",622,1,1
"Matagorda County, Texas",860,"11,133","10,828","10,902","150,770,753","1,059",1,1
"Maverick County, Texas",880,"17,921","18,109","18,044","148,088,923",632,1,1
"Medina County, Texas",857,"9,804","9,824","9,896","92,470,677",723,1,1
"Menard County, Texas",81,412,416,429,"2,840,685",522,1,1
"Midland County, Texas","5,718","102,133","102,965","104,164","1,845,165,026","1,377",1,1
"Milam County, Texas",491,"5,304","5,342","5,295","53,483,091",774,1,1
"Mills County, Texas",138,"1,232","1,245","1,236","10,412,749",647,1,1
"Mitchell County, Texas",190,"1,915","1,928","1,970","20,055,245",796,1,1
"Montague County, Texas",498,"4,748","4,795","4,859","48,168,627",772,1,1
"Montgomery County, Texas","11,725","185,470","186,617","186,893","2,542,449,787","1,050",1,1
"Moore County, Texas",553,"10,843","10,891","10,954","122,570,084",865,1,1
"Morris County, Texas",234,"3,595","3,649","3,614","46,875,351",996,1,1
"Motley County, Texas",64,298,302,308,"2,150,946",547,1,1
"Nacogdoches County, Texas","1,419","22,605","22,594","22,463","208,514,154",711,1,1
"Navarro County, Texas",978,"16,861","17,048","16,701","160,164,031",730,1,1
"Newton County, Texas",132,"1,268","1,277","1,294","11,358,503",683,1,1
"Nolan County, Texas",416,"5,885","5,877","5,983","63,253,716",823,1,1
"Nueces County, Texas","8,330","164,621","164,855","165,210","1,910,239,517",891,1,1
"Ochiltree County, Texas",399,"4,500","4,524","4,590","53,087,697",900,1,1
"Oldham County, Texas",104,943,961,982,"9,885,617",790,1,1
"Orange County, Texas","1,398","22,343","22,462","22,496","287,848,964",987,1,1
"Palo Pinto County, Texas",715,"8,655","8,651","8,878","93,736,992",826,1,1
"Panola County, Texas",547,"8,751","8,549","8,457","100,629,479",902,1,1
"Parker County, Texas","2,819","33,534","33,723","33,797","369,940,149",845,1,1
"Parmer County, Texas",337,"5,781","5,785","5,841","61,214,899",812,1,1
"Pecos County, Texas",432,"5,627","5,690","5,773","66,144,492",893,1,1
"Polk County, Texas",823,"11,307","11,375","11,441","110,410,016",747,1,1
"Potter County, Texas","3,995","77,962","78,040","77,727","870,747,672",860,1,1
"Presidio County, Texas",181,"2,054","2,108","2,166","20,370,278",743,1,1
"Rains County, Texas",219,"2,014","1,948","1,945","15,768,584",616,1,1
"Randall County, Texas","2,466","31,507","32,166","31,587","331,832,931",804,1,1
"Reagan County, Texas",160,"2,048","2,051","2,083","29,444,360","1,099",1,1
"Real County, Texas",98,724,741,850,"4,915,025",490,1,1
"Red River County, Texas",243,"2,612","2,598","2,638","22,081,048",649,1,1
"Reeves County, Texas",415,"7,176","7,365","7,608","108,544,974","1,131",1,1
"Refugio County, Texas",202,"2,241","2,270","2,259","22,271,020",759,1,1
"Roberts County, Texas",41,258,257,270,"2,649,130",779,1,1
"Robertson County, Texas",339,"4,185","4,179","4,227","46,340,609",849,1,1
"Rockwall County, Texas","2,494","30,274","30,719","30,926","322,514,682",810,1,1
"Runnels County, Texas",282,"2,874","2,894","2,882","24,124,444",644,1,1
"Rusk County, Texas",879,"13,564","13,527","13,546","140,728,060",799,1,1
"Sabine County, Texas",190,"2,291","2,299","2,331","20,884,847",696,1,1
"San Augustine County, Texas",155,"1,785","1,778","1,810","16,856,921",724,1,1
"San Jacinto County, Texas",250,"2,074","2,099","2,110","17,870,183",656,1,1
"San Patricio County, Texas","1,154","18,712","18,887","18,953","218,660,336",892,1,1
"San Saba County, Texas",209,"1,774","1,791","1,801","17,597,795",757,1,1
"Schleicher County, Texas",93,760,786,821,"8,673,513",846,1,1
